id,assetCode,name,description,category,status,condition,parkId,parkName,location,purchaseDate,purchaseCost,currentValue,depreciationRate,manufacturer,model,serialNumber,maintenanceInterval,lastMaintenanceDate,nextMaintenanceDate,warrantyExpiry,age_days,maintenance_count,days_since_maintenance,failure_probability,createdAt,updatedAt
asset_0059,IT--779617-836,Huawei It Equipment #60,Huawei industrial it-equipment for manufacturing operations,it-equipment,maintenance,good,hawassa-park,Kilinto Industrial Park,"Building B, Floor 2",2021-12-16T00:23:31.979425,8909,4310.01,16.35,Huawei,Huawei-420,SN1630099,365,2025-11-03T00:23:31.979425,2026-11-03T00:23:31.979425,2023-12-16T00:23:31.979425,1486,4,68,7.41,2021-12-16T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0060,OTH-553276-628,Generic Brand Other #61,Generic Brand industrial other for manufacturing operations,other,damaged,poor,bole-lemi,Hawassa Industrial Park,"Building B, Floor 3",2022-08-11T00:23:31.979425,48962,27308.42,15.71,Generic Brand,Generic Brand-164,SN8792091,180,2025-10-14T00:23:31.979425,2026-04-12T00:23:31.979425,2023-08-11T00:23:31.979425,1248,6,88,15.34,2022-08-11T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0061,FUR-111173-994,Generic Brand Furniture #62,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,good,kilinto,Kombolcha Industrial Park,"Building C, Floor 3",2021-08-04T00:23:31.979425,3816,1939.45,14.15,Generic Brand,Generic Brand-485,SN9634377,180,2025-12-23T00:23:31.979425,2026-06-21T00:23:31.979425,2024-08-03T00:23:31.979425,1620,9,18,7.44,2021-08-04T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0062,SAF-784040-799,Generic Brand Safety Equipment #63,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,fair,hawassa-park,Kombolcha Industrial Park,"Building C, Floor 2",2023-06-14T00:23:31.979425,5708,3934.91,13.44,Generic Brand,Generic Brand-552,SN7422091,180,2025-09-06T00:23:31.979425,2026-03-05T00:23:31.979425,2025-06-13T00:23:31.979425,941,5,126,10.26,2023-06-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0063,OTH-342083-905,Generic Brand Other #64,Generic Brand industrial other for manufacturing operations,other,reserved,fair,hawassa-park,Bole Lemi Industrial Park,"Building D, Floor 1",2023-11-18T00:23:31.979425,49401,41947.95,7.34,Generic Brand,Generic Brand-218,SN7545494,180,2025-09-02T00:23:31.979425,2026-03-01T00:23:31.979425,2024-11-17T00:23:31.979425,784,4,130,10.21,2023-11-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0064,VEH-910635-593,Volvo Vehicle #65,Volvo industrial vehicle for manufacturing operations,vehicle,reserved,fair,kombolcha,Hawassa Industrial Park,"Building C, Floor 1",2024-06-07T00:23:31.979425,57679,52666.35,5.55,Volvo,Volvo-119,SN1021269,120,2025-12-13T00:23:31.979425,2026-04-12T00:23:31.979425,2027-06-07T00:23:31.979425,582,4,28,10.16,2024-06-07T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0065,TOO-433118-768,Generic Brand Tool #66,Generic Brand industrial tool for manufacturing operations,tool,maintenance,poor,bole-lemi,Kombolcha Industrial Park,"Building A, Floor 1",2025-01-14T00:23:31.979425,2487,2318.33,6.86,Generic Brand,Generic Brand-955,SN6326176,180,2025-08-25T00:23:31.979425,2026-02-21T00:23:31.979425,2028-01-14T00:23:31.979425,361,2,138,15.1,2025-01-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0066,MAC-770396-773,Honeywell Machinery #67,Honeywell industrial machinery for manufacturing operations,machinery,operational,excellent,kilinto,Hawassa Industrial Park,"Building D, Floor 2",2025-05-08T00:23:31.979425,92870,84374.3,13.23,Honeywell,Honeywell-970,SN3523210,90,2025-11-09T00:23:31.979425,2026-02-07T00:23:31.979425,2028-05-07T00:23:31.979425,247,2,62,5.07,2025-05-08T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0067,SAF-698507-733,Generic Brand Safety Equipment #68,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,good,kilinto,Kombolcha Industrial Park,"Building A, Floor 2",2023-10-20T00:23:31.979425,7210,4942.88,15.6,Generic Brand,Generic Brand-540,SN9992599,180,2025-10-04T00:23:31.979425,2026-04-02T00:23:31.979425,2025-10-19T00:23:31.979425,813,4,98,7.22,2023-10-20T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0068,UTI-301444-948,Wilo Utility #69,Wilo industrial utility for manufacturing operations,utility,operational,good,kombolcha,Kilinto Industrial Park,"Building C, Floor 1",2022-07-28T00:23:31.979425,41858,19619.02,19.69,Wilo,Wilo-338,SN7950298,90,2025-12-05T00:23:31.979425,2026-03-05T00:23:31.979425,2025-07-27T00:23:31.979425,1262,14,36,7.35,2022-07-28T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0069,SAF-239312-936,Generic Brand Safety Equipment #70,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,fair,kilinto,Kombolcha Industrial Park,"Building B, Floor 2",2022-11-04T00:23:31.979425,333,194.56,15.53,Generic Brand,Generic Brand-274,SN5828991,180,2025-12-16T00:23:31.979425,2026-06-14T00:23:31.979425,2025-11-03T00:23:31.979425,1163,6,25,10.32,2022-11-04T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0070,IT--839808-497,Lenovo It Equipment #71,Lenovo industrial it-equipment for manufacturing operations,it-equipment,maintenance,poor,kilinto,Hawassa Industrial Park,"Building D, Floor 1",2022-04-04T00:23:31.979425,9001,4165.46,18.48,Lenovo,Lenovo-720,SN9877412,365,2025-04-14T00:23:31.979425,2026-04-14T00:23:31.979425,2023-04-04T00:23:31.979425,1377,3,271,15.38,2022-04-04T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0071,TOO-785188-290,Generic Brand Tool #72,Generic Brand industrial tool for manufacturing operations,tool,repair,fair,bole-lemi,Kilinto Industrial Park,"Building A, Floor 3",2023-10-26T00:23:31.979425,3331,2415.97,13.53,Generic Brand,Generic Brand-315,SN5495393,180,2026-01-08T00:23:31.979425,2026-07-07T00:23:31.979425,2024-10-25T00:23:31.979425,807,4,2,10.22,2023-10-26T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0072,OTH-662814-907,Generic Brand Other #73,Generic Brand industrial other for manufacturing operations,other,reserved,excellent,bole-lemi,Hawassa Industrial Park,"Building D, Floor 1",2023-11-05T00:23:31.979425,12664,10648.13,7.64,Generic Brand,Generic Brand-252,SN8850553,180,2025-08-30T00:23:31.979425,2026-02-26T00:23:31.979425,2025-11-04T00:23:31.979425,797,4,133,5.22,2023-11-05T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0073,INF-702885-940,Caterpillar Infrastructure #74,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,operational,good,kilinto,Kilinto Industrial Park,"Building D, Floor 3",2024-03-20T00:23:31.979425,737363,556456.95,14.41,Caterpillar,Caterpillar-619,SN9256390,180,2025-11-14T00:23:31.979425,2026-05-13T00:23:31.979425,2025-03-20T00:23:31.979425,661,3,57,7.18,2024-03-20T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0074,TOO-931551-337,Generic Brand Tool #75,Generic Brand industrial tool for manufacturing operations,tool,damaged,critical,hawassa-park,Kombolcha Industrial Park,"Building B, Floor 1",2021-02-18T00:23:31.979425,1497,1153.18,5.19,Generic Brand,Generic Brand-505,SN1824715,180,2025-07-30T00:23:31.979425,2026-01-26T00:23:31.979425,2022-02-18T00:23:31.979425,1787,9,164,25.49,2021-02-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0075,FUR-287462-374,Generic Brand Furniture #76,Generic Brand industrial furniture for manufacturing operations,furniture,operational,excellent,kombolcha,Bole Lemi Industrial Park,"Building B, Floor 3",2025-06-21T00:23:31.979425,1894,1695.27,18.08,Generic Brand,Generic Brand-254,SN5191532,180,2025-10-27T00:23:31.979425,2026-04-25T00:23:31.979425,2028-06-20T00:23:31.979425,203,1,75,5.06,2025-06-21T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0076,SAF-792444-607,Generic Brand Safety Equipment #77,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,damaged,poor,kombolcha,Kilinto Industrial Park,"Building A, Floor 3",2021-12-18T00:23:31.979425,2652,1197.39,17.78,Generic Brand,Generic Brand-190,SN3299292,180,2025-07-22T00:23:31.979425,2026-01-18T00:23:31.979425,2023-12-18T00:23:31.979425,1484,8,172,15.41,2021-12-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0077,SAF-449709-292,Generic Brand Safety Equipment #78,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,fair,kilinto,Kilinto Industrial Park,"Building B, Floor 3",2022-05-12T00:23:31.979425,4573,2162.54,18.48,Generic Brand,Generic Brand-891,SN4000762,180,2025-11-19T00:23:31.979425,2026-05-18T00:23:31.979425,2025-05-11T00:23:31.979425,1339,7,52,10.37,2022-05-12T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0078,VEH-128445-126,Hino Vehicle #79,Hino industrial vehicle for manufacturing operations,vehicle,repair,critical,bole-lemi,Kilinto Industrial Park,"Building D, Floor 3",2023-05-14T00:23:31.979425,60765,37260.93,16.79,Hino,Hino-651,SN6456996,120,2025-11-21T00:23:31.979425,2026-03-21T00:23:31.979425,2026-05-13T00:23:31.979425,972,8,50,25.27,2023-05-14T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0079,VEH-382868-112,Mercedes-Benz Vehicle #80,Mercedes-Benz industrial vehicle for manufacturing operations,vehicle,operational,fair,bole-lemi,Kilinto Industrial Park,"Building C, Floor 3",2021-01-31T00:23:31.979425,84193,29822.29,18.94,Mercedes-Benz,Mercedes-Benz-723,SN3609488,120,2025-12-20T00:23:31.979425,2026-04-19T00:23:31.979425,2023-01-31T00:23:31.979425,1805,15,21,10.49,2021-01-31T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0080,IT--217138-747,Dell It Equipment #81,Dell industrial it-equipment for manufacturing operations,it-equipment,operational,good,kilinto,Kilinto Industrial Park,"Building C, Floor 1",2023-05-25T00:23:31.979425,4527,2559.52,19.49,Dell,Dell-546,SN8460568,365,2025-04-05T00:23:31.979425,2026-04-05T00:23:31.979425,2025-05-24T00:23:31.979425,961,2,280,7.26,2023-05-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0081,INF-385991-561,Caterpillar Infrastructure #82,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,operational,good,kilinto,Bole Lemi Industrial Park,"Building A, Floor 2",2022-05-30T00:23:31.979425,205203,141487.9,9.77,Caterpillar,Caterpillar-633,SN3618422,180,2025-12-24T00:23:31.979425,2026-06-22T00:23:31.979425,2025-05-29T00:23:31.979425,1321,7,17,7.36,2022-05-30T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0082,UTI-369842-465,Wilo Utility #83,Wilo industrial utility for manufacturing operations,utility,operational,fair,kilinto,Kilinto Industrial Park,"Building C, Floor 2",2022-10-13T00:23:31.979425,93041,64611.72,10.63,Wilo,Wilo-156,SN5088593,90,2025-11-12T00:23:31.979425,2026-02-10T00:23:31.979425,2024-10-12T00:23:31.979425,1185,13,59,10.32,2022-10-13T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0083,VEH-201210-676,Hino Vehicle #84,Hino industrial vehicle for manufacturing operations,vehicle,operational,fair,kombolcha,Kilinto Industrial Park,"Building C, Floor 3",2024-06-18T00:23:31.979425,58741,50772.7,8.9,Hino,Hino-309,SN9635626,120,2025-11-15T00:23:31.979425,2026-03-15T00:23:31.979425,2025-06-18T00:23:31.979425,571,4,56,10.16,2024-06-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0084,MAC-936716-616,Mitsubishi Machinery #85,Mitsubishi industrial machinery for manufacturing operations,machinery,operational,fair,hawassa-park,Bole Lemi Industrial Park,"Building A, Floor 2",2021-04-01T00:23:31.979425,388936,270323.18,7.33,Mitsubishi,Mitsubishi-352,SN2871029,90,2025-12-08T00:23:31.979425,2026-03-08T00:23:31.979425,2023-04-01T00:23:31.979425,1745,19,33,10.48,2021-04-01T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0085,OTH-684394-850,Generic Brand Other #86,Generic Brand industrial other for manufacturing operations,other,repair,poor,kombolcha,Hawassa Industrial Park,"Building B, Floor 3",2024-01-30T00:23:31.979425,21251,15007.92,16.36,Generic Brand,Generic Brand-467,SN2398560,180,2025-07-19T00:23:31.979425,2026-01-15T00:23:31.979425,2026-01-29T00:23:31.979425,711,3,175,15.19,2024-01-30T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0086,MAC-978670-576,ABB Machinery #87,ABB industrial machinery for manufacturing operations,machinery,operational,fair,bole-lemi,Kilinto Industrial Park,"Building A, Floor 3",2024-07-25T00:23:31.979425,169292,145707.04,9.75,ABB,ABB-137,SN3879216,90,2026-01-01T00:23:31.979425,2026-04-01T00:23:31.979425,2026-07-25T00:23:31.979425,534,5,9,10.15,2024-07-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0087,OTH-764592-172,Generic Brand Other #88,Generic Brand industrial other for manufacturing operations,other,operational,good,bole-lemi,Hawassa Industrial Park,"Building C, Floor 2",2026-01-10T00:23:31.979425,45295,45295.0,7.35,Generic Brand,Generic Brand-161,SN9543240,180,2025-09-24T00:23:31.979425,2026-03-23T00:23:31.979425,2027-01-10T00:23:31.979425,0,0,108,7.0,2026-01-10T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0088,TOO-414078-570,Generic Brand Tool #89,Generic Brand industrial tool for manufacturing operations,tool,operational,good,kilinto,Kombolcha Industrial Park,"Building B, Floor 1",2024-11-25T00:23:31.979425,4255,3428.99,17.45,Generic Brand,Generic Brand-820,SN3972547,180,2025-11-19T00:23:31.979425,2026-05-18T00:23:31.979425,2025-11-25T00:23:31.979425,411,2,52,7.11,2024-11-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0089,IT--764362-599,Cisco It Equipment #90,Cisco industrial it-equipment for manufacturing operations,it-equipment,repair,fair,kombolcha,Kilinto Industrial Park,"Building C, Floor 2",2024-04-25T00:23:31.979425,5159,4485.45,7.85,Cisco,Cisco-706,SN5365379,365,2025-12-29T00:23:31.979425,2026-12-29T00:23:31.979425,2026-04-25T00:23:31.979425,625,1,12,10.17,2024-04-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0090,SAF-760736-927,Generic Brand Safety Equipment #91,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kilinto,Kombolcha Industrial Park,"Building B, Floor 1",2022-11-18T00:23:31.979425,3758,2698.97,9.99,Generic Brand,Generic Brand-150,SN4742667,180,2025-11-25T00:23:31.979425,2026-05-24T00:23:31.979425,2024-11-17T00:23:31.979425,1149,6,46,5.31,2022-11-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0091,MAC-171136-545,Honeywell Machinery #92,Honeywell industrial machinery for manufacturing operations,machinery,operational,excellent,kombolcha,Kombolcha Industrial Park,"Building B, Floor 3",2025-10-27T00:23:31.979425,115449,112475.13,11.93,Honeywell,Honeywell-196,SN8388276,90,2025-12-27T00:23:31.979425,2026-03-27T00:23:31.979425,2028-10-26T00:23:31.979425,75,0,14,5.02,2025-10-27T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0092,VEH-463559-861,Toyota Vehicle #93,Toyota industrial vehicle for manufacturing operations,vehicle,operational,good,kilinto,Bole Lemi Industrial Park,"Building A, Floor 1",2023-07-07T00:23:31.979425,79134,55144.09,13.39,Toyota,Toyota-211,SN1358791,120,2025-10-04T00:23:31.979425,2026-02-01T00:23:31.979425,2025-07-06T00:23:31.979425,918,7,98,7.25,2023-07-07T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0093,TOO-857553-663,Generic Brand Tool #94,Generic Brand industrial tool for manufacturing operations,tool,repair,fair,hawassa-park,Hawassa Industrial Park,"Building A, Floor 1",2024-04-11T00:23:31.979425,2652,2145.98,11.4,Generic Brand,Generic Brand-728,SN6565730,180,2025-11-05T00:23:31.979425,2026-05-04T00:23:31.979425,2027-04-11T00:23:31.979425,639,3,66,10.18,2024-04-11T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0094,MAC-115147-167,ABB Machinery #95,ABB industrial machinery for manufacturing operations,machinery,operational,good,bole-lemi,Kilinto Industrial Park,"Building C, Floor 2",2024-09-02T00:23:31.979425,162814,144347.77,8.5,ABB,ABB-567,SN9986330,90,2025-11-05T00:23:31.979425,2026-02-03T00:23:31.979425,2026-09-02T00:23:31.979425,495,5,66,7.14,2024-09-02T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0095,TOO-223896-163,Generic Brand Tool #96,Generic Brand industrial tool for manufacturing operations,tool,maintenance,poor,bole-lemi,Bole Lemi Industrial Park,"Building A, Floor 3",2022-01-23T00:23:31.979425,2898,1646.91,13.29,Generic Brand,Generic Brand-123,SN4091562,180,2025-11-14T00:23:31.979425,2026-05-13T00:23:31.979425,2024-01-23T00:23:31.979425,1448,8,57,15.4,2022-01-23T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0096,OTH-382387-401,Generic Brand Other #97,Generic Brand industrial other for manufacturing operations,other,maintenance,poor,hawassa-park,Kilinto Industrial Park,"Building A, Floor 1",2023-12-02T00:23:31.979425,47880,34184.67,14.77,Generic Brand,Generic Brand-142,SN4461867,180,2025-08-24T00:23:31.979425,2026-02-20T00:23:31.979425,2024-12-01T00:23:31.979425,770,4,139,15.21,2023-12-02T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0097,IT--958070-362,Huawei It Equipment #98,Huawei industrial it-equipment for manufacturing operations,it-equipment,operational,fair,bole-lemi,Kombolcha Industrial Park,"Building B, Floor 2",2024-08-25T00:23:31.979425,7607,6388.8,11.9,Huawei,Huawei-566,SN1193529,365,2025-04-08T00:23:31.979425,2026-04-08T00:23:31.979425,2026-08-25T00:23:31.979425,503,1,277,10.14,2024-08-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0098,UTI-742561-737,Wilo Utility #99,Wilo industrial utility for manufacturing operations,utility,operational,fair,bole-lemi,Bole Lemi Industrial Park,"Building A, Floor 2",2025-01-18T00:23:31.979425,72549,62080.88,14.74,Wilo,Wilo-621,SN7222111,90,2025-11-18T00:23:31.979425,2026-02-16T00:23:31.979425,2027-01-18T00:23:31.979425,357,3,53,10.1,2025-01-18T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0099,FUR-581801-403,Generic Brand Furniture #100,Generic Brand industrial furniture for manufacturing operations,furniture,operational,excellent,kilinto,Kombolcha Industrial Park,"Building A, Floor 3",2024-11-05T00:23:31.979425,3525,3278.97,5.95,Generic Brand,Generic Brand-737,SN9930953,180,2025-07-25T00:23:31.979425,2026-01-21T00:23:31.979425,2026-11-05T00:23:31.979425,431,2,169,5.12,2024-11-05T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0100,FUR-634018-709,Generic Brand Furniture #101,Generic Brand industrial furniture for manufacturing operations,furniture,operational,fair,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 3",2023-11-25T00:23:31.979425,4947,4215.79,7.24,Generic Brand,Generic Brand-271,SN7958104,180,2025-11-15T00:23:31.979425,2026-05-14T00:23:31.979425,2026-11-24T00:23:31.979425,777,4,56,10.21,2023-11-25T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0101,MAC-763290-253,Schneider Electric Machinery #102,Schneider Electric industrial machinery for manufacturing operations,machinery,maintenance,critical,kombolcha,Hawassa Industrial Park,"Building B, Floor 2",2022-05-30T00:23:31.979425,303563,199816.07,10.92,Schneider Electric,Schneider Electric-158,SN1343041,90,2025-11-07T00:23:31.979425,2026-02-05T00:23:31.979425,2023-05-30T00:23:31.979425,1321,14,64,25.36,2022-05-30T00:23:31.979425,2026-01-10T00:23:31.979425
asset_0102,INF-495045-111,Komatsu Infrastructure #103,Komatsu industrial infrastructure for manufacturing operations,infrastructure,operational,excellent,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 2",2024-03-11T00:23:31.979425,324374,224317.72,18.21,Komatsu,Komatsu-298,SN7722607,180,2025-08-24T00:23:31.979425,2026-02-20T00:23:31.979425,2027-03-11T00:23:31.979425,670,3,139,5.18,2024-03-11T00:23:31.979425,2026-01-10T00:23:31.979425
